Model,Provider,Tags,Input $/1M,Output $/1M,Context,Latency(s),Throughput(t/s),Tools,Structured
meta-llama/llama-3.1-70b-instruct,Hyperbolic,Llama3;in:text;out:text;variant:standard;quant:fp8,0.400000,0.400000,131072,,,no,no
meta-llama/llama-3.1-8b-instruct,NovitaAI,Llama3;in:text;out:text;variant:standard;quant:fp8,0.020000,0.050000,16384,,,no,no
meta-llama/llama-3.2-11b-vision-instruct,DeepInfra,"Llama3;in:text,image;out:text;variant:standard;quant:fp8",0.049000,0.049000,131072,,,no,yes
meta-llama/llama-3.2-1b-instruct,Cloudflare,Llama3;in:text;out:text;variant:standard;quant:unknown,0.027000,0.200000,60000,,,no,no
meta-llama/llama-3.2-3b-instruct,DeepInfra,Llama3;in:text;out:text;variant:standard;quant:bf16,0.020000,0.020000,131072,,,no,yes
meta-llama/llama-3.2-3b-instruct,Venice,Llama3;in:text;out:text;variant:free;quant:fp16,0.000000,0.000000,131072,,,no,no
meta-llama/llama-3.2-90b-vision-instruct,,"Llama3;in:text,image;out:text",,,131072,,,no,no
meta-llama/llama-3.3-70b-instruct,DeepInfra (Turbo),Llama3;in:text;out:text;variant:standard;quant:fp8,0.100000,0.320000,131072,,,yes,yes
meta-llama/llama-3.3-70b-instruct,OpenInference,Llama3;in:text;out:text;variant:free;quant:int8,0.000000,0.000000,128000,,,yes,no
meta-llama/llama-3.3-8b-instruct,,Llama3;in:text;out:text,,,128000,,,no,no
meta-llama/llama-4-maverick,DeepInfra,"Llama4;in:text,image;out:text;variant:standard;quant:fp8",0.150000,0.600000,1048576,,,no,yes
meta-llama/llama-4-scout,DeepInfra,"Llama4;in:text,image;out:text;variant:standard;quant:fp8",0.080000,0.300000,327680,,,no,yes
meta-llama/llama-guard-2-8b,Together,Llama3;in:text;out:text;variant:standard;quant:unknown,0.200000,0.200000,8192,,,no,no
meta-llama/llama-guard-3-8b,Nebius Token Factory,Llama3;in:text;out:text;variant:standard;quant:unknown,0.020000,0.060000,131072,,,no,no
meta-llama/llama-guard-4-12b,DeepInfra,"Other;in:image,text;out:text;variant:standard;quant:bf16",0.180000,0.180000,163840,,,no,yes
microsoft/mai-ds-r1,,DeepSeek;reasoning;in:text;out:text,,,163840,,,no,no
microsoft/phi-3-medium-128k-instruct,,Other;in:text;out:text,,,128000,,,no,no
microsoft/phi-3-medium-4k-instruct,,Other;in:text;out:text,,,4000,,,no,no
microsoft/phi-3-mini-128k-instruct,,Other;in:text;out:text,,,128000,,,no,no
microsoft/phi-3.5-mini-128k-instruct,,Other;in:text;out:text,,,128000,,,no,no
microsoft/phi-4,NextBit,Other;in:text;out:text;variant:standard;quant:int4,0.060000,0.140000,16384,,,no,yes
microsoft/phi-4-multimodal-instruct,,"Other;in:text,image;out:text",,,131072,,,no,no
microsoft/phi-4-reasoning,,Other;reasoning;in:text;out:text,,,32768,,,no,no
microsoft/phi-4-reasoning-plus,,Other;reasoning;in:text;out:text,,,32768,,,no,no
microsoft/wizardlm-2-7b,,Mistral;in:text;out:text,,,32000,,,no,no
microsoft/wizardlm-2-8x22b,DeepInfra,Mistral;in:text;out:text;variant:standard;quant:bf16,0.480000,0.480000,65536,,,no,yes
migtissera/synthia-70b,,Llama2;in:text;out:text,,,8192,,,no,no
minimax/minimax-01,MiniMax,"Other;in:text,image;out:text;variant:standard;quant:unknown",0.200000,1.100000,1000192,,,no,no
minimax/minimax-m1,MiniMax,Other;reasoning;in:text;out:text;variant:standard;quant:unknown,0.400000,2.200000,1000000,,,no,no
minimax/minimax-m2,AtlasCloud,Other;reasoning;in:text;out:text;variant:standard;quant:fp8,0.255000,1.000000,196608,,,yes,no
minimax/minimax-m2-her,MiniMax,Other;in:text;out:text;variant:standard;quant:unknown,0.300000,1.200000,65536,,,no,no
minimax/minimax-m2.1,DeepInfra,Other;reasoning;in:text;out:text;variant:standard;quant:fp8,0.270000,0.950000,196608,,,yes,yes
mistralai/codestral-2501,,Mistral;in:text;out:text,,,256000,,,no,no
mistralai/codestral-2508,Mistral,Mistral;in:text;out:text;variant:standard;quant:unknown,0.300000,0.900000,256000,,,yes,yes
mistralai/codestral-embed-2505,Mistral,Mistral;in:text;out:embeddings;variant:standard;quant:unknown,0.150000,0.000000,8192,,,no,yes
mistralai/codestral-mamba,,Mistral;in:text;out:text,,,256000,,,no,no
mistralai/devstral-2512,Chutes,Mistral;in:text;out:text;variant:standard;quant:fp8,0.050000,0.220000,262144,,,yes,yes
mistralai/devstral-medium,Mistral,Mistral;in:text;out:text;variant:standard;quant:unknown,0.400000,2.000000,131072,,,yes,yes
mistralai/devstral-small,Mistral,Mistral;in:text;out:text;variant:standard;quant:unknown,0.100000,0.300000,131072,,,yes,yes
mistralai/devstral-small-2505,,Mistral;in:text;out:text,,,131072,,,no,no
mistralai/magistral-medium-2506,,Mistral;reasoning;in:text;out:text,,,40960,,,no,no
mistralai/magistral-small-2506,,Mistral;reasoning;in:text;out:text,,,40000,,,no,no
mistralai/ministral-14b-2512,Mistral,"Mistral;in:text,image;out:text;variant:standard;quant:unknown",0.200000,0.200000,262144,,,yes,yes
mistralai/ministral-3b,Mistral,Mistral;in:text;out:text;variant:standard;quant:unknown,0.040000,0.040000,131072,,,yes,yes
mistralai/ministral-3b-2512,Mistral,"Mistral;in:text,image;out:text;variant:standard;quant:unknown",0.100000,0.100000,131072,,,yes,yes
mistralai/ministral-8b,Mistral,Mistral;in:text;out:text;variant:standard;quant:unknown,0.100000,0.100000,131072,,,yes,yes
mistralai/ministral-8b-2512,Mistral,"Mistral;in:text,image;out:text;variant:standard;quant:unknown",0.150000,0.150000,262144,,,yes,yes
mistralai/mistral-7b-instruct,Together,Mistral;in:text;out:text;variant:standard;quant:unknown,0.200000,0.200000,32768,,,no,no
mistralai/mistral-7b-instruct-v0.1,Cloudflare,Mistral;in:text;out:text;variant:standard;quant:unknown,0.110000,0.190000,2824,,,no,no
mistralai/mistral-7b-instruct-v0.2,Together,Mistral;in:text;out:text;variant:standard;quant:unknown,0.200000,0.200000,32768,,,no,no
mistralai/mistral-7b-instruct-v0.3,Together,Mistral;in:text;out:text;variant:standard;quant:unknown,0.200000,0.200000,32768,,,no,no
mistralai/mistral-embed-2312,Mistral,Mistral;in:text;out:embeddings;variant:standard;quant:unknown,0.100000,0.000000,8192,,,no,yes
mistralai/mistral-large,Mistral,Mistral;in:text;out:text;variant:standard;quant:unknown,2.000000,6.000000,128000,,,yes,yes
mistralai/mistral-large-2407,Mistral,Mistral;in:text;out:text;variant:standard;quant:unknown,2.000000,6.000000,131072,,,yes,yes
mistralai/mistral-large-2411,Mistral,Mistral;in:text;out:text;variant:standard;quant:unknown,2.000000,6.000000,131072,,,yes,yes
mistralai/mistral-large-2512,Mistral,"Mistral;in:text,image;out:text;variant:standard;quant:unknown",0.500000,1.500000,262144,,,yes,yes
mistralai/mistral-medium,,Mistral;in:text;out:text,,,32000,,,no,no
mistralai/mistral-medium-3,Mistral,"Mistral;in:text,image;out:text;variant:standard;quant:unknown",0.400000,2.000000,131072,,,yes,yes
mistralai/mistral-medium-3.1,Mistral,"Mistral;in:text,image;out:text;variant:standard;quant:unknown",0.400000,2.000000,131072,,,yes,yes
mistralai/mistral-nemo,DeepInfra,Mistral;in:text;out:text;variant:standard;quant:fp8,0.020000,0.040000,131072,,,no,yes
mistralai/mistral-saba,Mistral,Mistral;in:text;out:text;variant:standard;quant:unknown,0.200000,0.600000,32768,,,yes,yes
mistralai/mistral-small,,Mistral;in:text;out:text,,,32000,,,no,no
mistralai/mistral-small-24b-instruct-2501,DeepInfra,Mistral;in:text;out:text;variant:standard;quant:fp8,0.050000,0.080000,32768,,,no,yes
mistralai/mistral-small-3.1-24b-instruct,Chutes,"Mistral;in:text,image;out:text;variant:standard;quant:bf16",0.030000,0.110000,131072,,,yes,yes
mistralai/mistral-small-3.1-24b-instruct,Venice,"Mistral;in:text,image;out:text;variant:free;quant:fp8",0.000000,0.000000,128000,,,yes,yes
mistralai/mistral-small-3.2-24b-instruct,Chutes,"Mistral;in:image,text;out:text;variant:standard;quant:bf16",0.060000,0.180000,131072,,,yes,yes
mistralai/mistral-small-creative,Mistral,Mistral;in:text;out:text;variant:standard;quant:unknown,0.100000,0.300000,32768,,,yes,no
mistralai/mistral-tiny,Mistral,Mistral;in:text;out:text;variant:standard;quant:unknown,0.250000,0.250000,32768,,,yes,yes
mistralai/mixtral-8x22b,,Mistral;in:text;out:text,,,65536,,,no,no
mistralai/mixtral-8x22b-instruct,Mistral,Mistral;in:text;out:text;variant:standard;quant:unknown,2.000000,6.000000,65536,,,yes,yes
mistralai/mixtral-8x7b-instruct,DeepInfra,Mistral;in:text;out:text;variant:standard;quant:fp8,0.540000,0.540000,32768,,,yes,yes
mistralai/pixtral-12b,Hyperbolic,"Mistral;in:text,image;out:text;variant:standard;quant:bf16",0.100000,0.100000,32768,,,no,no
mistralai/pixtral-large-2411,Mistral,"Mistral;in:text,image;out:text;variant:standard;quant:unknown",2.000000,6.000000,131072,,,yes,yes
mistralai/voxtral-small-24b-2507,Mistral,"Mistral;in:text,audio;out:text;variant:standard;quant:unknown",0.100000,0.300000,32000,,,yes,yes
moonshotai/kimi-dev-72b,,Other;reasoning;in:text;out:text,,,131072,,,no,no
moonshotai/kimi-k2,Nebius Token Factory,Other;in:text;out:text;variant:standard;quant:fp4,0.500000,2.400000,131072,,,yes,no
moonshotai/kimi-k2-0905,Chutes,Other;in:text;out:text;variant:standard;quant:fp8,0.390000,1.900000,262144,,,yes,yes
moonshotai/kimi-k2-0905,Moonshot AI,Other;in:text;out:text;variant:exacto;quant:unknown,0.600000,2.500000,262144,,,yes,yes
moonshotai/kimi-k2-thinking,Chutes,Other;reasoning;in:text;out:text;variant:standard;quant:int4,0.400000,1.750000,262144,,,yes,yes
moonshotai/kimi-k2.5,DeepInfra,"Other;reasoning;in:text,image;out:text;variant:standard;quant:unknown",0.450000,2.250000,262144,,,yes,yes
moonshotai/kimi-vl-a3b-thinking,,"Other;reasoning;in:image,text;out:text",,,131072,,,no,no
moonshotai/moonlight-16b-a3b-instruct,,Other;in:text;out:text,,,8192,,,no,no
morph/morph-v2,,Other;in:text;out:text,,,32000,,,no,no
morph/morph-v3-fast,Morph,Other;in:text;out:text;variant:standard;quant:unknown,0.800000,1.200000,81920,,,no,no
morph/morph-v3-large,Morph,Other;in:text;out:text;variant:standard;quant:unknown,0.900000,1.900000,262144,,,no,no
neversleep/llama-3-lumimaid-70b,,Llama3;in:text;out:text,,,8192,,,no,no
neversleep/llama-3-lumimaid-8b,,Llama3;in:text;out:text,,,24576,,,no,no
neversleep/llama-3.1-lumimaid-70b,,Llama3;in:text;out:text,,,131072,,,no,no
neversleep/llama-3.1-lumimaid-8b,NextBit,Llama3;in:text;out:text;variant:standard;quant:int4,0.090000,0.600000,32768,,,no,yes
neversleep/noromaid-20b,NextBit,Llama2;in:text;out:text;variant:standard;quant:int4,1.000000,1.750000,4096,,,no,yes
neversleep/noromaid-mixtral-8x7b-instruct,,Mistral;in:text;out:text,,,8000,,,no,no
nex-agi/deepseek-v3.1-nex-n1,SiliconFlow,DeepSeek;in:text;out:text;variant:standard;quant:fp8,0.270000,1.000000,131072,,,yes,yes
nothingiisreal/mn-celeste-12b,,Mistral;in:text;out:text,,,32000,,,no,no
nousresearch/deephermes-3-llama-3-8b-preview,,Other;in:text;out:text,,,131072,,,no,no
nousresearch/deephermes-3-mistral-24b-preview,Chutes,Other;reasoning;in:text;out:text;variant:standard;quant:bf16,0.020000,0.100000,32768,,,yes,yes
nousresearch/hermes-2-pro-llama-3-8b,NovitaAI,Llama3;in:text;out:text;variant:standard;quant:fp16,0.140000,0.140000,8192,,,no,yes
nousresearch/hermes-2-theta-llama-3-8b,,Llama3;in:text;out:text,,,16384,,,no,no
nousresearch/hermes-3-llama-3.1-405b,DeepInfra,Llama3;in:text;out:text;variant:standard;quant:fp8,1.000000,1.000000,131072,,,no,yes
nousresearch/hermes-3-llama-3.1-405b,Venice (Beta),Llama3;in:text;out:text;variant:free;quant:fp8,0.000000,0.000000,131072,,,no,no
nousresearch/hermes-3-llama-3.1-70b,NextBit,Llama3;in:text;out:text;variant:standard;quant:fp8,0.300000,0.300000,65536,,,no,yes
nousresearch/hermes-4-405b,Nebius Token Factory,Other;reasoning;in:text;out:text;variant:standard;quant:fp8,1.000000,3.000000,131072,,,no,yes
nousresearch/hermes-4-70b,Chutes,Llama3;reasoning;in:text;out:text;variant:standard;quant:bf16,0.110000,0.380000,131072,,,yes,yes
nousresearch/nous-capybara-34b,,Llama2;in:text;out:text,,,200000,,,no,no
nousresearch/nous-capybara-7b,,Mistral;in:text;out:text,,,8192,,,no,no
nousresearch/nous-hermes-2-mistral-7b-dpo,,Mistral;in:text;out:text,,,8192,,,no,no
nousresearch/nous-hermes-2-mixtral-8x7b-dpo,,Mistral;in:text;out:text,,,32768,,,no,no
nousresearch/nous-hermes-2-mixtral-8x7b-sft,,Mistral;in:text;out:text,,,32768,,,no,no
nousresearch/nous-hermes-2-vision-7b,,"Mistral;in:text,image;out:text",,,4096,,,no,no
nousresearch/nous-hermes-llama2-13b,,Llama2;in:text;out:text,,,4096,,,no,no
nousresearch/nous-hermes-llama2-70b,,Llama2;in:text;out:text,,,4096,,,no,no
nousresearch/nous-hermes-yi-34b,,Yi;in:text;out:text,,,4096,,,no,no
nvidia/llama-3.1-nemotron-70b-instruct,DeepInfra,Llama3;in:text;out:text;variant:standard;quant:fp8,1.200000,1.200000,131072,,,yes,yes
nvidia/llama-3.1-nemotron-nano-8b-v1,,Other;in:text;out:text,,,131072,,,no,no
nvidia/llama-3.1-nemotron-ultra-253b-v1,Nebius Token Factory,Llama3;reasoning;in:text;out:text;variant:standard;quant:fp8,0.600000,1.800000,131072,,,no,yes
nvidia/llama-3.3-nemotron-super-49b-v1,,Other;in:text;out:text,,,131072,,,no,no
nvidia/llama-3.3-nemotron-super-49b-v1.5,DeepInfra,Llama3;reasoning;in:text;out:text;variant:standard;quant:fp8,0.100000,0.400000,131072,,,yes,yes
nvidia/nemotron-3-nano-30b-a3b,DeepInfra,Other;reasoning;in:text;out:text;variant:standard;quant:fp4,0.050000,0.200000,262144,,,yes,yes
nvidia/nemotron-3-nano-30b-a3b,NVIDIA,Other;reasoning;in:text;out:text;variant:free;quant:bf16,0.000000,0.000000,256000,,,yes,no
nvidia/nemotron-4-340b-instruct,,Other;in:text;out:text,,,4096,,,no,no
nvidia/nemotron-nano-12b-v2-vl,DeepInfra,"Other;reasoning;in:image,text,video;out:text;variant:standard;quant:fp8",0.200000,0.600000,131072,,,no,yes
nvidia/nemotron-nano-12b-v2-vl,NVIDIA,"Other;reasoning;in:image,text,video;out:text;variant:free;quant:unknown",0.000000,0.000000,128000,,,yes,no
nvidia/nemotron-nano-9b-v2,DeepInfra,Other;reasoning;in:text;out:text;variant:standard;quant:bf16,0.040000,0.160000,131072,,,yes,yes
nvidia/nemotron-nano-9b-v2,NVIDIA,Other;reasoning;in:text;out:text;variant:free;quant:bf16,0.000000,0.000000,128000,,,yes,yes
open-orca/mistral-7b-openorca,,Mistral;in:text;out:text,,,8192,,,no,no
open-r1/olympiccoder-32b,,Other;reasoning;in:text;out:text,,,32768,,,no,no
openai/chatgpt-4o-latest,OpenAI,"GPT;in:text,image;out:text;variant:standard;quant:unknown",5.000000,15.000000,128000,,,no,yes
openai/codex-mini,,"GPT;reasoning;in:image,text;out:text",,,200000,,,no,no
openai/gpt-3.5-turbo,OpenAI,GPT;in:text;out:text;variant:standard;quant:unknown,0.500000,1.500000,16385,,,yes,yes
openai/gpt-3.5-turbo-0125,,GPT;in:text;out:text,,,16385,,,no,no
openai/gpt-3.5-turbo-0301,,GPT;in:text;out:text,,,4095,,,no,no
openai/gpt-3.5-turbo-0613,Azure,GPT;in:text;out:text;variant:standard;quant:unknown,1.000000,2.000000,4095,,,yes,yes
openai/gpt-3.5-turbo-1106,,GPT;in:text;out:text,,,16385,,,no,no
openai/gpt-3.5-turbo-16k,OpenAI,GPT;in:text;out:text;variant:standard;quant:unknown,3.000000,4.000000,16385,,,yes,yes
openai/gpt-3.5-turbo-instruct,OpenAI,GPT;in:text;out:text;variant:standard;quant:unknown,1.500000,2.000000,4095,,,no,yes
openai/gpt-4,OpenAI,GPT;in:text;out:text;variant:standard;quant:unknown,30.000000,60.000000,8191,,,yes,yes
openai/gpt-4-0314,OpenAI,GPT;in:text;out:text;variant:standard;quant:unknown,30.000000,60.000000,8191,,,yes,yes
openai/gpt-4-1106-preview,OpenAI,GPT;in:text;out:text;variant:standard;quant:unknown,10.000000,30.000000,128000,,,yes,yes
openai/gpt-4-32k,,GPT;in:text;out:text,,,32767,,,no,no
openai/gpt-4-32k-0314,,GPT;in:text;out:text,,,32767,,,no,no
openai/gpt-4-turbo,OpenAI,"GPT;in:text,image;out:text;variant:standard;quant:unknown",10.000000,30.000000,128000,,,yes,yes
openai/gpt-4-turbo-preview,OpenAI,GPT;in:text;out:text;variant:standard;quant:unknown,10.000000,30.000000,128000,,,yes,yes
openai/gpt-4-vision-preview,,"GPT;in:text,image;out:text",,,128000,,,no,no
openai/gpt-4.1,OpenAI,"GPT;in:image,text,file;out:text;variant:standard;quant:unknown",2.000000,8.000000,1047576,,,yes,yes
openai/gpt-4.1-mini,OpenAI,"GPT;in:image,text,file;out:text;variant:standard;quant:unknown",0.400000,1.600000,1047576,,,yes,yes
openai/gpt-4.1-nano,OpenAI,"GPT;in:image,text,file;out:text;variant:standard;quant:unknown",0.100000,0.400000,1047576,,,yes,yes
openai/gpt-4.5-preview,,"GPT;in:text,image;out:text",,,128000,,,no,no
openai/gpt-4o,OpenAI,"GPT;in:text,image,file;out:text;variant:extended;quant:unknown",6.000000,18.000000,128000,,,yes,yes
openai/gpt-4o,OpenAI,"GPT;in:text,image,file;out:text;variant:standard;quant:unknown",2.500000,10.000000,128000,,,yes,yes
openai/gpt-4o-2024-05-13,OpenAI,"GPT;in:text,image,file;out:text;variant:standard;quant:unknown",5.000000,15.000000,128000,,,yes,yes
openai/gpt-4o-2024-08-06,Azure,"GPT;in:text,image,file;out:text;variant:standard;quant:unknown",2.500000,10.000000,128000,,,yes,yes
openai/gpt-4o-2024-11-20,OpenAI,"GPT;in:text,image,file;out:text;variant:standard;quant:unknown",2.500000,10.000000,128000,,,yes,yes
openai/gpt-4o-audio-preview,OpenAI,"GPT;in:audio,text;out:text,audio;variant:standard;quant:unknown",2.500000,10.000000,128000,,,yes,yes
openai/gpt-4o-mini,OpenAI,"GPT;in:text,image,file;out:text;variant:standard;quant:unknown",0.150000,0.600000,128000,,,yes,yes
openai/gpt-4o-mini-2024-07-18,OpenAI,"GPT;in:text,image,file;out:text;variant:standard;quant:unknown",0.150000,0.600000,128000,,,yes,yes
openai/gpt-4o-mini-search-preview,OpenAI,GPT;in:text;out:text;variant:standard;quant:unknown,0.150000,0.600000,128000,,,no,yes
openai/gpt-4o-search-preview,OpenAIAdapter,GPT;in:text;out:text;variant:standard;quant:unknown,2.500000,10.000000,128000,,,no,yes
openai/gpt-5,OpenAI,"GPT;reasoning;in:text,image,file;out:text;variant:standard;quant:unknown",1.250000,10.000000,400000,,,yes,yes
openai/gpt-5-chat,OpenAI,"GPT;in:file,image,text;out:text;variant:standard;quant:unknown",1.250000,10.000000,128000,,,no,yes
openai/gpt-5-codex,OpenAI,"GPT;reasoning;in:text,image;out:text;variant:standard;quant:unknown",1.250000,10.000000,400000,,,yes,yes
openai/gpt-5-image,OpenAI,"GPT;reasoning;in:image,text,file;out:image,text;variant:standard;quant:unknown",10.000000,10.000000,400000,,,yes,yes
openai/gpt-5-image-mini,OpenAI,"GPT;reasoning;in:file,image,text;out:image,text;variant:standard;quant:unknown",2.500000,2.000000,400000,,,yes,yes
openai/gpt-5-mini,OpenAI,"GPT;reasoning;in:text,image,file;out:text;variant:standard;quant:unknown",0.250000,2.000000,400000,,,yes,yes
openai/gpt-5-nano,OpenAI,"GPT;reasoning;in:text,image,file;out:text;variant:standard;quant:unknown",0.050000,0.400000,400000,,,yes,yes
openai/gpt-5-pro,OpenAI,"GPT;reasoning;in:image,text,file;out:text;variant:standard;quant:unknown",15.000000,120.000000,400000,,,yes,yes
openai/gpt-5.1,OpenAI,"GPT;reasoning;in:image,text,file;out:text;variant:standard;quant:unknown",1.250000,10.000000,400000,,,yes,yes
openai/gpt-5.1-chat,OpenAI,"GPT;in:file,image,text;out:text;variant:standard;quant:unknown",1.250000,10.000000,128000,,,yes,yes
openai/gpt-5.1-codex,OpenAI,"GPT;reasoning;in:text,image;out:text;variant:standard;quant:unknown",1.250000,10.000000,400000,,,yes,yes
openai/gpt-5.1-codex-max,OpenAI,"GPT;reasoning;in:text,image;out:text;variant:standard;quant:unknown",1.250000,10.000000,400000,,,yes,yes
openai/gpt-5.1-codex-mini,OpenAI,"GPT;reasoning;in:image,text;out:text;variant:standard;quant:unknown",0.250000,2.000000,400000,,,yes,yes
openai/gpt-5.2,OpenAI,"GPT;reasoning;in:file,image,text;out:text;variant:standard;quant:unknown",1.750000,14.000000,400000,,,yes,yes
openai/gpt-5.2-chat,OpenAI,"GPT;in:file,image,text;out:text;variant:standard;quant:unknown",1.750000,14.000000,128000,,,yes,yes
openai/gpt-5.2-codex,OpenAI,"GPT;reasoning;in:text,image;out:text;variant:standard;quant:unknown",1.750000,14.000000,400000,,,yes,yes
openai/gpt-5.2-pro,OpenAI,"GPT;reasoning;in:image,text,file;out:text;variant:standard;quant:unknown",21.000000,168.000000,400000,,,yes,yes
openai/gpt-audio,OpenAI,"GPT;in:text,audio;out:text,audio;variant:standard;quant:unknown",2.500000,10.000000,128000,,,no,yes
openai/gpt-audio-mini,OpenAI,"GPT;in:text,audio;out:text,audio;variant:standard;quant:unknown",0.600000,2.400000,128000,,,no,yes
openai/gpt-oss-120b,DeepInfra,GPT;reasoning;in:text;out:text;variant:exacto;quant:bf16,0.039000,0.190000,131072,,,yes,yes
openai/gpt-oss-120b,DeepInfra,GPT;reasoning;in:text;out:text;variant:standard;quant:fp4,0.039000,0.190000,131072,,,yes,yes
openai/gpt-oss-120b,OpenInference,GPT;reasoning;in:text;out:text;variant:free;quant:int8,0.000000,0.000000,131072,,,yes,no
openai/gpt-oss-20b,DeepInfra,GPT;reasoning;in:text;out:text;variant:standard;quant:bf16,0.030000,0.140000,131072,,,yes,yes
openai/gpt-oss-20b,OpenInference,GPT;reasoning;in:text;out:text;variant:free;quant:int8,0.000000,0.000000,131072,,,yes,no
openai/gpt-oss-safeguard-20b,Groq,GPT;reasoning;in:text;out:text;variant:standard;quant:unknown,0.075000,0.300000,131072,,,yes,yes
openai/o1,OpenAI,"GPT;in:text,image,file;out:text;variant:standard;quant:unknown",15.000000,60.000000,200000,,,yes,yes
openai/o1-mini,,GPT;reasoning;in:text;out:text,,,128000,,,no,no
openai/o1-mini-2024-09-12,,GPT;in:text;out:text,,,128000,,,no,no
openai/o1-preview,,GPT;in:text;out:text,,,128000,,,no,no
openai/o1-preview-2024-09-12,,GPT;in:text;out:text,,,128000,,,no,no
openai/o1-pro,OpenAI,"GPT;reasoning;in:text,image,file;out:text;variant:standard;quant:unknown",150.000000,600.000000,200000,,,no,yes
openai/o3,OpenAI,"GPT;reasoning;in:image,text,file;out:text;variant:standard;quant:unknown",2.000000,8.000000,200000,,,yes,yes
openai/o3-deep-research,OpenAI,"GPT;reasoning;in:image,text,file;out:text;variant:standard;quant:unknown",10.000000,40.000000,200000,,,yes,yes
openai/o3-mini,OpenAI,"GPT;in:text,file;out:text;variant:standard;quant:unknown",1.100000,4.400000,200000,,,yes,yes
openai/o3-mini-high,OpenAI,"GPT;reasoning;in:text,file;out:text;variant:standard;quant:unknown",1.100000,4.400000,200000,,,yes,yes
openai/o3-pro,OpenAI,"GPT;reasoning;in:text,file,image;out:text;variant:standard;quant:unknown",20.000000,80.000000,200000,,,yes,yes
openai/o4-mini,OpenAI,"GPT;reasoning;in:image,text,file;out:text;variant:standard;quant:unknown",1.100000,4.400000,200000,,,yes,yes
openai/o4-mini-deep-research,OpenAI,"GPT;reasoning;in:file,image,text;out:text;variant:standard;quant:unknown",2.000000,8.000000,200000,,,yes,yes
openai/o4-mini-high,OpenAI,"GPT;reasoning;in:image,text,file;out:text;variant:standard;quant:unknown",1.100000,4.400000,200000,,,yes,yes
openai/text-embedding-3-large,OpenAI,Other;in:text;out:embeddings;variant:standard;quant:unknown,0.130000,0.000000,8192,,,no,yes
openai/text-embedding-3-small,OpenAI,Other;in:text;out:embeddings;variant:standard;quant:unknown,0.020000,0.000000,8192,,,no,yes
openai/text-embedding-ada-002,OpenAI,Other;in:text;out:embeddings;variant:standard;quant:unknown,0.100000,0.000000,8192,,,no,yes
openchat/openchat-7b,,Mistral;in:text;out:text,,,8192,,,no,no
openchat/openchat-8b,,Llama3;in:text;out:text,,,8192,,,no,no
opengvlab/internvl3-14b,,"Other;in:image,text;out:text",,,32000,,,no,no
opengvlab/internvl3-2b,,"Other;in:image,text;out:text",,,32000,,,no,no
opengvlab/internvl3-78b,Chutes,"Other;in:image,text;out:text;variant:standard;quant:bf16",0.150000,0.600000,32768,,,no,yes
openrouter/andromeda-alpha,,"Other;reasoning;in:image,text;out:text",,,128000,,,no,no
openrouter/aurora-alpha,Stealth,Other;reasoning;in:text;out:text;variant:standard;quant:unknown,0.000000,0.000000,128000,,,yes,yes
openrouter/auto,,"Router;in:text,image,audio,file,video;out:text,image",,,2000000,,,no,no
openrouter/bert-nebulon-alpha,,"Other;in:text,image;out:text",,,256000,,,no,no
openrouter/bodybuilder,,Router;in:text;out:text,,,128000,,,no,no
openrouter/cinematika-7b,,Mistral;in:text;out:text,,,8000,,,no,no
openrouter/cypher-alpha,,Other;reasoning;in:text;out:text,,,1000000,,,no,no
openrouter/free,,"Router;reasoning;in:text,image;out:text",,,200000,,,no,no
openrouter/horizon-alpha,,"Other;in:image,text;out:text",,,256000,,,no,no
openrouter/horizon-beta,,"Other;in:image,text;out:text",,,256000,,,no,no
openrouter/optimus-alpha,,"Other;in:image,text;out:text",,,1000000,,,no,no
openrouter/polaris-alpha,,"Other;in:text,image;out:text",,,256000,,,no,no
openrouter/pony-alpha,Stealth,Other;reasoning;in:text;out:text;variant:standard;quant:unknown,0.000000,0.000000,200000,,,yes,yes
openrouter/quasar-alpha,,"Other;in:image,text;out:text",,,1000000,,,no,no
openrouter/sherlock-dash-alpha,,"Other;in:text,image;out:text",,,1840000,,,no,no
openrouter/sherlock-think-alpha,,"Other;reasoning;in:text,image;out:text",,,1840000,,,no,no
openrouter/sonoma-dusk-alpha,,"Other;in:text,image;out:text",,,2000000,,,no,no
openrouter/sonoma-sky-alpha,,"Other;reasoning;in:text,image;out:text",,,2000000,,,no,no
perplexity/llama-3-sonar-large-32k-chat,,Llama3;in:text;out:text,,,32768,,,no,no
perplexity/llama-3-sonar-large-32k-online,,Llama3;in:text;out:text,,,28000,,,no,no
perplexity/llama-3-sonar-small-32k-chat,,Llama3;in:text;out:text,,,32768,,,no,no
perplexity/llama-3-sonar-small-32k-online,,Llama3;in:text;out:text,,,28000,,,no,no
perplexity/llama-3.1-sonar-large-128k-online,,Llama3;in:text;out:text,,,127072,,,no,no
perplexity/llama-3.1-sonar-small-128k-online,,Llama3;in:text;out:text,,,127072,,,no,no
perplexity/r1-1776,,DeepSeek;reasoning;in:text;out:text,,,128000,,,no,no
perplexity/sonar,Perplexity,"Other;in:text,image;out:text;variant:standard;quant:unknown",1.000000,1.000000,127072,,,no,no
perplexity/sonar-deep-research,Perplexity,Other;reasoning;in:text;out:text;variant:standard;quant:unknown,2.000000,8.000000,128000,,,no,no
